Timestamp,take_calculus,c_result,c_addmath_gred,c_learning_style,c_how_preparation,c_focus_math,c_difficulty_math,n_hours_studying,n_days_preparation,n_hours_sleep,c_gender,c_on_off_campus,c_place_studying,c_extracurricular,c_internet_interruption,n_add_materials,n_hours_exercising,n_hours_socmed,n_distance,n_housemate,n_meals,n_devices
12/8/2024 22:21,Yes / Ya,Pass / Lulus,C+,Reading & Writting / Membaca & Menulis,Online Courses / Kursus dalam talian,2,4,4,4,5,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,1,5,6,7,6,2,1
12/8/2024 22:21,Yes / Ya,Pass / Lulus,C+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Tutoring / Tuisyen,2,4,3,3,5,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,1,3,5,2,6,3,2
12/8/2024 22:26,Yes / Ya,Fail / Gagal,D,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,4,2,2,5,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,1,2,6,10,8,1,2
12/8/2024 22:26,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Online Courses / Kursus dalam talian,3,3,4,4,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,1,3,4,1,6,3,3
12/8/2024 22:27,Yes / Ya,Fail / Gagal,TH / Tidak Hadir,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2,4,3,4,5,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3,1,0,6,8,6,3,1
12/8/2024 22:30,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,2,2,4,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,2,1,6,9,8,2,2
12/8/2024 22:31,Yes / Ya,Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,5,2,2,5,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,1,2,6,10,6,2,2
12/8/2024 22:32,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,2,1,5,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,1,2,5,9,6,2,1
12/8/2024 22:36,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,"Auditory / Pendengaran (e.g., recording)",Tutoring / Tuisyen,2,5,3,2,5,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3,1,2,5,7,6,3,2
12/8/2024 22:36,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,Reading & Writting / Membaca & Menulis,Online Courses / Kursus dalam talian,2,4,3,2,5,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,1,2,5,9,6,1,1
12/8/2024 22:37,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,2,5,3,3,5,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3,1,2,6,10,6,4,2
12/8/2024 22:41,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,6,7,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,2,4,3,1,4,3,2
12/8/2024 22:42,Yes / Ya,Pass / Lulus,A+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,5,8,Female / Perempuan,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,3,5,2,2,4,3,3
12/8/2024 22:58,Yes / Ya,Pass / Lulus,C+,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,3,5,3,5,7,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,2,2,7,2,8,2,3
12/8/2024 23:03,Yes / Ya,Pass / Lulus,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Online Courses / Kursus dalam talian,3,3,3,5,9,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,3,9,6,8,2,3
12/8/2024 23:18,Yes / Ya,Pass / Lulus,B-,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3,4,4,6,7,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1,2,2,6,7,6,3,4
12/8/2024 23:19,Yes / Ya,Pass / Lulus,Not Taken / Tidak Ambil,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,4,5,3,10,8,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,1,3,2,8,2,2,2,3
12/8/2024 23:20,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,5,3,7,8,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,3,1,1,8,7,8,3,3
12/9/2024 12:27,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,3,3,2,5,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3,2,1,5,14,1,2,2
12/9/2024 12:32,Yes / Ya,Pass / Lulus,C,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,2,4,3,4,5,Female / Perempuan,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3,2,2,3,6,4,2,3
12/9/2024 12:33,Yes / Ya,Pass / Lulus,C,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,2,4,3,5,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,5,2,7,6,6,3,2
12/9/2024 12:35,Yes / Ya,Pass / Lulus,B,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2,5,4,6,5,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,3,3,2,7,10,4,3,4
12/9/2024 12:35,Yes / Ya,Pass / Lulus,B,"Visual (e.g., picture)",Tutoring / Tuisyen,3,5,4,10,8,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,2,4,5,10,4,3,2
12/9/2024 12:37,Yes / Ya,Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,2,5,1,4,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,2,2,3,7,6,2,1
12/9/2024 12:37,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,3,2,6,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,1,4,6,5,3,2
12/9/2024 16:10,Yes / Ya,Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2,4,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,2,6,6,6,2,3
12/9/2024 16:13,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,5,1,2,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,2,6,3,5,2,3
12/9/2024 16:16,Yes / Ya,Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,2,4,1,2,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,2,2,5,2,6,2,3
12/9/2024 16:18,Yes / Ya,Fail / Gagal,E,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,5,1,1,6,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,7,10,5,2,3
12/9/2024 16:19,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,2,5,1,2,4,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,1,1,8,8,8,3,3
12/9/2024 16:21,Yes / Ya,Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Tutoring / Tuisyen,2,5,1,2,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,1,1,5,6,4,2,3
12/9/2024 16:26,Yes / Ya,Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,5,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,5,5,8,2,3
12/9/2024 16:51,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3,2,4,4,7,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,2,5,7,3,4,2,3
12/9/2024 16:52,Yes / Ya,Fail / Gagal,G,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,5,2,2,6,Female / Perempuan,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,1,2,9,6,2,3,4
12/9/2024 16:52,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,5,2,2,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,1,1,6,3,6,3,4
12/9/2024 16:53,Yes / Ya,Pass / Lulus,A+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,2,8,6,7,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,2,5,5,4,4,3,3
12/9/2024 16:58,Yes / Ya,Pass / Lulus,D,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,5,1,2,3,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,2,7,6,2,3
12/9/2024 16:59,Yes / Ya,Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Online Courses / Kursus dalam talian,1,4,4,1,7,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1,2,8,8,1,6,2,2
12/9/2024 17:00,Yes / Ya,Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,1,2,4,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,2,6,3,4,2,2
12/9/2024 17:01,Yes / Ya,Pass / Lulus,A+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,5,7,8,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,3,6,3,1,6,3,3
12/10/2024 21:36,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,3,3,2,7,8,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,1,1,2,5,2,8,3,2
12/10/2024 21:37,Yes / Ya,Pass / Lulus,A-,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,4,3,3,9,7,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,3,2,7,5,8,3,4
12/11/2024 18:12,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,Reading & Writting / Membaca & Menulis,Online Courses / Kursus dalam talian,2,5,1,4,4,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,3,4,6,10,9,3,1
12/11/2024 18:12,Yes / Ya,Pass / Lulus,B-,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,4,2,3,6,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,2,3,7,7,6,2,2
12/11/2024 18:14,Yes / Ya,Pass / Lulus,B,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2,3,4,5,6,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,2,0,4,13,5,2,3
12/11/2024 18:14,Yes / Ya,Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,1,4,3,2,5,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,4,3,4,6,12,6,3,1
12/11/2024 18:16,Yes / Ya,Pass / Lulus,A+,"Visual (e.g., picture)",Self-study / Belajar sendiri,4,2,2,10,6,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,2,2,4,7,6,2,3
12/11/2024 18:16,Yes / Ya,Pass / Lulus,C+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Tutoring / Tuisyen,2,4,4,6,5,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,4,2,4,8,10,7,3,2
12/11/2024 18:19,Yes / Ya,Pass / Lulus,B,"Visual (e.g., picture)",Self-study / Belajar sendiri,4,5,6,10,8,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,4,2,10,12,6,2,2
12/11/2024 18:19,Yes / Ya,Pass / Lulus,A-,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,3,3,7,7,8,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,3,5,6,5,16,7,3,4
12/11/2024 18:21,Yes / Ya,Fail / Gagal,G,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,2,5,5,5,4,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,4,4,5,8,10,5,3,4
12/11/2024 18:21,Yes / Ya,Fail / Gagal,C,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,1,5,4,3,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,3,2,6,18,6,2,2
12/13/2024 10:09:33,Yes / Ya,Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,2,4,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,5,7,7,2,2
12/13/2024 10:11:50,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Online Courses / Kursus dalam talian,2,4,2,3,6,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,6,5,5,2,3
12/13/2024 10:13:25,Yes / Ya,Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,4,4,4,2,2
12/13/2024 10:14:58,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Tutoring / Tuisyen,1,5,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,2,1,5,5,5,2,4
12/13/2024 10:40:35,Yes / Ya,Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,5,1,2,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,1,1,5,4,6,2,3
12/14/2024 20:50:46,Yes / Ya,Fail / Gagal,Not Taken / Tidak Ambil,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,3,3,8,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,3,2,1,7,6,6,2,3
12/14/2024 20:52:05,Yes / Ya,Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Online Courses / Kursus dalam talian,2,5,5,2,6,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,2,6,7,6,2,3
12/14/2024 20:53:18,Yes / Ya,Pass / Lulus,C+,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,4,8,8,6,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,4,2,6,15,6,3,3
12/14/2024 20:54:42,Yes / Ya,Pass / Lulus,Not Taken / Tidak Ambil,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,2,4,7,9,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,3,3,2,7,19,9,2,2
12/16/2024 9:20:05,Yes / Ya,Pass / Lulus,A-,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,3,12,10,7,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,3,3,0,7,8,6,2,3
12/16/2024 9:21:20,Yes / Ya,Pass / Lulus,A,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4,3,15,8,6,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,1,8,20,5,2,4
12/16/2024 9:22:54,Yes / Ya,Fail / Gagal,C,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,10,6,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,1,8,6,6,2,3
12/16/2024 9:23:59,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3,5,12,5,6,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2,4,2,7,7,6,2,3
12/16/2024 14:19:46,Yes / Ya,Pass / Lulus,E,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,4,9,5,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,2,8,5,6,2,3
12/16/2024 14:20:57,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,2,5,11,6,5,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,2,1,3,13,6,3,4
12/16/2024 14:22:07,Yes / Ya,Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,5,4,4,5,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1,2,2,7,10,5,3,2
12/16/2024 14:23:36,Yes / Ya,Pass / Lulus,B-,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3,4,6,4,6,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2,3,1,5,14,9,4,2
12/16/2024 14:24:38,Yes / Ya,Pass / Lulus,E,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2,4,7,5,7,Female / Perempuan,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,3,3,1,5,12,8,2,2
12/16/2024 16:43:02,Yes / Ya,Pass / Lulus,A+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3,4,3,3,5,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,5,12,0.8,6,2,3
12/16/2024 16:44:43,Yes / Ya,Pass / Lulus,A,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,3,4,7,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1,4,2,4,1,6,2,3
12/16/2024 16:47:26,No / Tidak,,,,,,,,,,,,,,,,,,,,,
12/16/2024 16:48:07,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,2,3,6,5,7,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3,3,3,8,2,6,3,3
12/16/2024 16:51:00,Yes / Ya,Pass / Lulus,A+,"Visual (e.g., picture)",Self-study / Belajar sendiri,4,5,5,7,8,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,4,6,2,6,6,6,1,3
12/16/2024 17:01:48,Yes / Ya,Pass / Lulus,A,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4,2,8,2,5,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,2,2,3,0.5,6,2,3
12/16/2024 17:02:14,No / Tidak,,,,,,,,,,,,,,,,,,,,,
12/16/2024 17:05:03,Yes / Ya,Pass / Lulus,C+,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,3,4,7,5,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2,3,4,3,1,6,1,2
12/16/2024 17:10:28,Yes / Ya,Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2,4,2,1,6,Female / Perempuan,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,1,3,8,10,5,2,2
12/16/2024 17:12:30,Yes / Ya,Fail / Gagal,TH / Tidak Hadir,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,5,3,1,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3,2,8,6,1,6,3,2
12/16/2024 17:13:58,Yes / Ya,Pass / Lulus,A+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,5,7,8,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1,4,4,4,1,5,3,3
12/16/2024 17:15:06,Yes / Ya,Pass / Lulus,A,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,3,2,5,4,7,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,3,5,5,7,5,3,3
12/16/2024 17:19:46,Yes / Ya,Fail / Gagal,G,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,1,5,3,4,6,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,2,6,6,4,8,3,2
12/16/2024 17:20:44,Yes / Ya,Fail / Gagal,G,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2,4,5,3,8,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2,3,7,6,1,7,3,1
12/16/2024 17:21:38,Yes / Ya,Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,1,5,3,3,6,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,4,8,6,9,2,2
12/16/2024 17:23:04,Yes / Ya,Fail / Gagal,E,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,1,4,3,2,6,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,2,8,5,9,2,1
12/16/2024 17:27:20,Yes / Ya,Pass / Lulus,A-,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,3,2,5,7,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,3,4,5,1,5,3,3
12/16/2024 17:28:21,Yes / Ya,Pass / Lulus,A,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,4,2,6,5,8,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,4,4,5,12,9,3,3
12/16/2024 17:32:27,Yes / Ya,Pass / Lulus,A-,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,4,1,5,7,5,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4,3,5,2,1,6,3,3
12/16/2024 17:36:54,Yes / Ya,Pass / Lulus,A+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,5,4,7,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,3,5,5,1,6,3,4
12/16/2024 17:55:57,Yes / Ya,Fail / Gagal,G,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,4,3,6,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,8,3,9,2,2
12/16/2024 17:56:48,Yes / Ya,Pass / Lulus,B-,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,3,3,3,5,7,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,4,5,1,6,2,3
12/16/2024 17:57:45,Yes / Ya,Pass / Lulus,B-,"Visual (e.g., picture)",Self-study / Belajar sendiri,2,3,4,5,6,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,5,6,3,7,3,3
12/16/2024 21:37:50,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
